respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R01101,60+,Female,South,Undergraduate,Retired,High,6,101.96,4,30,3,3,4,,4,3,3,3,3,4,3,1,5,4,3,Yes,No,Yes,No,Social media,One-to-one support,I am satisfied with the available options.,Interested but Uncertain,1.1753
R01102,60+,Female,Central,Postgraduate,,Lower-middle,3,109.83,2,54,4,4,4,4,4,4,3,5,4,4,3,3,2,1,1,No,Yes,No,No,Community organisation,Group support,Cost is the main issue for me.,Engaged and Confident,1.1219
R01103,30-44,Male,West,Postgraduate,Self-employed,Lower-middle,3,74.37,4,58,5,3,4,4,4,3,5,3,5,4,3,2,3,2,1,Yes,Yes,No,Yes,Search engine,Digital coaching,,Ready for Change,0.9186
R01104,18-29,Non-binary,East,Postgraduate,Employed,Lower-middle,6,128.47,1,11,1,2,2,2,3,3,3,3,4,2,5,4,4,4,4,No,No,No,No,Healthcare professional,Group support,Digital tools are convenient.,Habit-Driven and Resistant,1.0586
R01105,18-29,Male,Central,Secondary,Retired,Low,5,99.2,0,62,3,5,2,1,3,2,2,3,2,,2,5,4,4,5,No,No,No,Yes,Email,Self-guided tools,I need more confidence before taking action.,Habit-Driven and Resistant,1.0675
R01106,45-59,Male,North,Postgraduate,Retired,Low,3,89.8,1,72,5,4,5,4,,3,4,4,3,4,1,3,3,2,3,Yes,Yes,No,Yes,Email,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,0.881
R01107,60+,Male,West,Secondary,Employed,Lower-middle,6,109.43,1,32,3,2,1,4,5,4,5,4,5,3,4,3,4,3,2,,Yes,No,No,Friends or family,Self-guided tools,,Interested but Uncertain,1.1034
R01108,45-59,Male,North,Vocational,Self-employed,High,3,118.25,0,49,3,4,2,3,,3,3,4,4,4,3,3,4,3,3,Yes,Yes,No,No,Healthcare professional,One-to-one support,,Interested but Uncertain,1.3935
R01109,45-59,Female,East,Secondary,Employed,Low,4,102.85,0,55,4,3,4,4,1,4,4,3,2,3,3,3,2,2,1,Yes,Yes,Yes,No,Community organisation,Digital coaching,I need more confidence before taking action.,Engaged and Confident,0.9014
R01110,30-44,,North,Postgraduate,Employed,Lower-middle,5,63.71,1,37,3,4,1,4,3,5,3,4,3,2,3,4,3,2,2,Yes,No,No,No,Social media,,I need more confidence before taking action.,Interested but Uncertain,0.8984
R01111,30-44,Female,Central,Vocational,Employed,Lower-middle,3,,0,38,3,5,3,2,2,2,4,3,5,4,2,3,3,2,,Yes,Yes,No,Yes,Community organisation,Self-guided tools,,Interested but Uncertain,0.9807
R01112,18-29,Male,East,Vocational,Employed,,5,117.19,0,70,5,3,2,2,3,2,5,3,4,4,3,3,4,3,3,Yes,Yes,No,No,Healthcare professional,Group support,,Interested but Uncertain,1.1434
R01113,45-59,,Central,Secondary,Employed,Prefer not to say,6,104.14,1,45,3,4,2,3,3,5,2,3,2,2,4,2,4,4,4,Yes,No,No,Yes,Community organisation,Digital coaching,Digital tools are convenient.,Habit-Driven and Resistant,1.0308
R01114,30-44,Female,South,Undergraduate,Employed,Lower-middle,6,123.94,1,36,2,2,2,1,1,3,4,,2,1,4,4,5,5,3,No,No,No,No,Friends or family,Digital coaching,Clearer information would help.,Habit-Driven and Resistant,1.0404
R01115,30-44,Female,West,Vocational,Retired,Low,,,1,33,3,2,1,2,1,3,1,1,2,2,3,3,4,4,4,Yes,Yes,No,Yes,Search engine,Group support,,Habit-Driven and Resistant,0.7849
R01116,45-59,Female,East,Secondary,Unemployed,Upper-middle,2,,1,62,5,4,3,5,4,3,5,5,5,4,1,1,3,2,1,Yes,No,Yes,No,Social media,Digital coaching,I prefer flexible support that fits my routine.,Ready for Change,1.0337
R01117,30-44,Female,North,Postgraduate,Unemployed,,4,64.39,4,73,5,3,3,5,3,5,5,4,4,5,1,1,2,1,3,Yes,No,No,Yes,Friends or family,No support,Clearer information would help.,Ready for Change,1.1632
R01118,45-59,Male,North,Postgraduate,Employed,High,7,116.81,0,29,4,2,3,2,3,1,2,2,2,1,4,3,4,5,4,Yes,No,No,No,Friends or family,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,1.1175
R01119,45-59,Male,East,Undergraduate,Self-employed,Lower-middle,2,93.07,1,59,4,5,2,3,4,3,4,4,2,4,3,3,3,3,2,No,Yes,No,Yes,Search engine,Self-guided tools,Personal advice would be useful.,Interested but Uncertain,1.2445
R01120,60+,Female,Central,Secondary,Employed,Lower-middle,3,72.5,2,29,4,2,5,4,4,3,5,4,3,5,2,1,3,3,1,No,Yes,Yes,Yes,Community organisation,Group support,I prefer flexible support that fits my routine.,Engaged and Confident,0.8096
R01121,45-59,,Central,Postgraduate,Employed,Lower-middle,3,81.29,1,61,4,3,5,4,4,3,3,4,3,4,2,3,3,2,1,Yes,Yes,No,Yes,Email,Self-guided tools,I need more confidence before taking action.,Engaged and Confident,0.9542
R01122,18-29,Male,Central,Postgraduate,Employed,Low,,,0,46,4,4,3,2,3,3,4,4,5,3,3,1,3,3,3,No,No,No,No,Healthcare professional,Group support,,Interested but Uncertain,0.8847
R01123,18-29,Female,Central,Vocational,Unemployed,Upper-middle,4,108.75,4,38,5,4,3,4,3,3,4,4,4,4,2,2,1,1,1,Yes,,Yes,Yes,Email,No support,Digital tools are convenient.,Engaged and Confident,0.8865
R01124,60+,Female,North,Secondary,Employed,Lower-middle,,93.91,5,80,5,4,5,4,4,4,4,4,3,5,2,3,4,2,2,Yes,Yes,No,No,Search engine,Self-guided tools,I need more confidence before taking action.,Engaged and Confident,1.094
R01125,30-44,Male,Central,Vocational,Employed,Lower-middle,7,82.6,3,44,3,3,3,4,4,3,3,2,4,3,2,2,3,5,3,No,No,No,No,Social media,,I need more confidence before taking action.,Interested but Uncertain,1.1089
R01126,18-29,Male,East,Postgraduate,Employed,Upper-middle,5,62.35,1,56,3,5,2,3,3,3,4,5,3,3,1,4,3,3,2,Yes,Yes,No,Yes,Search engine,One-to-one support,Personal advice would be useful.,Interested but Uncertain,0.8685
R01127,18-29,Male,North,Secondary,Retired,Upper-middle,5,80.22,2,49,4,4,3,4,4,3,5,5,4,4,2,2,3,1,1,Yes,Yes,Yes,Yes,Healthcare professional,Self-guided tools,,Ready for Change,1.0416
R01128,60+,Male,North,Undergraduate,Employed,Lower-middle,2,89.38,,68,4,3,3,3,3,3,4,5,2,4,2,2,2,2,1,Yes,Yes,No,No,Search engine,Digital coaching,Cost is the main issue for me.,Engaged and Confident,1.022
R01129,30-44,Male,North,Secondary,Employed,Lower-middle,7,117.55,0,32,2,2,2,2,4,2,1,1,2,2,5,4,4,3,3,Yes,No,No,No,Community organisation,Self-guided tools,I am satisfied with the available options.,Habit-Driven and Resistant,1.069
R01130,45-59,Male,North,Postgraduate,Student,Lower-middle,3,101.0,3,49,4,4,4,4,3,5,3,4,5,4,3,2,2,1,1,Yes,Yes,No,Yes,Social media,,I prefer flexible support that fits my routine.,Engaged and Confident,0.9969
R01131,30-44,Female,South,Secondary,Unemployed,Low,6,110.45,1,48,2,4,1,1,3,2,3,2,1,3,3,5,3,5,4,No,No,No,No,Social media,Group support,,Habit-Driven and Resistant,1.0853
R01132,18-29,Male,North,Vocational,Employed,Lower-middle,2,42.29,2,65,4,5,3,4,3,3,4,3,4,3,1,2,2,2,3,Yes,No,Yes,No,Social media,Group support,Clearer information would help.,Engaged and Confident,0.8966
R01133,18-29,Non-binary,North,Undergraduate,Employed,Lower-middle,5,133.38,0,75,3,3,2,4,4,3,2,4,3,4,4,3,3,4,3,No,Yes,Yes,No,Friends or family,Digital coaching,I am satisfied with the available options.,Interested but Uncertain,1.1975
R01134,60+,Female,North,Secondary,Employed,Prefer not to say,4,83.4,2,49,3,3,3,4,2,3,5,3,4,3,3,2,4,4,3,Yes,Yes,Yes,No,Social media,No support,Clearer information would help.,Interested but Uncertain,0.8739
R01135,45-59,Female,East,Secondary,Employed,Lower-middle,5,120.27,1,43,3,1,1,2,3,3,2,1,2,2,5,3,5,4,3,No,Yes,No,No,Social media,,I am satisfied with the available options.,Habit-Driven and Resistant,0.9265
R01136,30-44,Male,East,Postgraduate,Self-employed,Lower-middle,7,137.38,2,34,3,4,1,3,2,4,4,3,4,4,3,3,3,2,2,Yes,No,Yes,Yes,Search engine,Group support,Personal advice would be useful.,Interested but Uncertain,0.9809
R01137,30-44,Male,South,Secondary,Employed,Low,7,78.78,1,51,4,3,1,2,3,4,3,4,3,4,3,3,3,4,1,Yes,No,Yes,Yes,Friends or family,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,0.9511
R01138,30-44,Male,South,Postgraduate,Retired,Lower-middle,5,87.16,1,58,1,2,,1,2,1,4,2,2,1,4,4,5,3,3,No,No,No,No,Healthcare professional,One-to-one support,I need more confidence before taking action.,Habit-Driven and Resistant,0.9704
R01139,,Female,North,Secondary,Employed,Upper-middle,5,67.38,1,40,4,4,4,3,3,3,5,4,3,4,2,2,2,1,1,Yes,No,Yes,Yes,Healthcare professional,Digital coaching,I am satisfied with the available options.,Engaged and Confident,1.1884
R01140,18-29,Male,Central,Postgraduate,Employed,Lower-middle,6,92.03,5,5,3,5,3,5,5,4,5,4,5,4,2,2,3,3,2,Yes,Yes,Yes,Yes,Social media,Group support,I am satisfied with the available options.,Ready for Change,0.9899
R01141,45-59,Male,East,Vocational,Employed,Prefer not to say,5,134.09,1,33,2,1,2,2,2,4,2,2,3,3,4,5,5,5,4,Yes,No,No,No,Social media,One-to-one support,,Habit-Driven and Resistant,1.1484
R01142,30-44,Female,West,Undergraduate,Employed,,4,101.46,0,69,5,4,4,4,3,4,4,5,3,5,3,2,2,2,2,Yes,Yes,Yes,No,Social media,Group support,Digital tools are convenient.,Engaged and Confident,1.0307
R01143,30-44,Non-binary,West,Vocational,Self-employed,High,4,114.77,4,,,3,3,5,4,5,5,5,4,5,2,1,2,2,1,Yes,Yes,No,Yes,Email,One-to-one support,Clearer information would help.,Ready for Change,1.0116
R01144,60+,Female,South,Vocational,,Lower-middle,4,73.35,3,75,5,3,4,5,3,4,5,5,4,4,3,1,5,1,,Yes,Yes,No,Yes,Email,Group support,,Ready for Change,0.9374
R01145,18-29,Female,West,Secondary,Employed,Upper-middle,5,,2,45,3,4,4,4,4,4,4,4,3,4,1,1,2,2,1,Yes,Yes,No,Yes,Healthcare professional,Self-guided tools,Personal advice would be useful.,Engaged and Confident,0.7761
R01146,30-44,Male,Central,Secondary,Employed,Prefer not to say,3,122.2,2,64,5,4,5,5,4,3,4,5,4,4,2,1,2,4,1,Yes,No,Yes,No,Email,,Personal advice would be useful.,Ready for Change,0.8496
R01147,60+,,West,,Student,Low,4,113.32,0,40,3,5,3,3,2,2,4,4,3,4,5,2,4,3,2,Yes,Yes,No,No,Email,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,0.9843
R01148,30-44,Female,West,Undergraduate,Self-employed,Lower-middle,4,87.22,0,43,5,4,4,4,4,2,5,5,5,5,1,2,4,2,1,Yes,Yes,Yes,Yes,Search engine,Group support,Cost is the main issue for me.,Ready for Change,1.0705
R01149,45-59,,South,Postgraduate,Employed,Lower-middle,4,128.93,2,63,3,3,2,4,3,2,4,4,4,4,3,1,2,4,3,No,Yes,No,No,Community organisation,Self-guided tools,,Interested but Uncertain,1.0108
R01150,45-59,Male,South,Undergraduate,Employed,Low,4,79.56,1,92,4,2,3,3,3,3,4,3,4,2,1,3,1,4,3,Yes,Yes,No,No,Social media,Digital coaching,I need more confidence before taking action.,Interested but Uncertain,1.0403
R01151,45-59,Male,South,Undergraduate,Unemployed,Lower-middle,7,,1,46,3,4,3,3,3,4,4,3,2,4,2,,3,3,4,Yes,Yes,No,Yes,Healthcare professional,One-to-one support,,Interested but Uncertain,1.1352
R01152,45-59,Male,Central,Undergraduate,Retired,Low,7,142.92,1,39,3,3,2,3,1,3,3,1,1,2,4,4,4,5,3,No,Yes,Yes,No,Email,Digital coaching,,Habit-Driven and Resistant,1.0974
R01153,30-44,Female,South,Secondary,Employed,Prefer not to say,5,119.45,0,53,2,3,1,1,1,4,1,4,1,1,5,3,4,4,3,Yes,No,No,Yes,Search engine,,I need more confidence before taking action.,Habit-Driven and Resistant,0.8824
R01154,45-59,Male,South,Vocational,Retired,Prefer not to say,6,107.05,0,48,3,2,2,2,3,4,2,3,2,2,4,5,5,5,5,Yes,Yes,Yes,No,Healthcare professional,Self-guided tools,Cost is the main issue for me.,Habit-Driven and Resistant,0.8188
R01155,30-44,Female,South,Undergraduate,Unemployed,Upper-middle,5,116.59,0,66,2,3,2,1,3,1,3,1,1,2,5,4,4,,5,No,No,No,No,Community organisation,Digital coaching,Cost is the main issue for me.,Habit-Driven and Resistant,1.0141
R01156,60+,Female,East,Postgraduate,Employed,High,,,3,56,4,3,3,4,4,2,4,4,4,3,2,2,3,2,4,Yes,Yes,Yes,No,Social media,One-to-one support,I need more confidence before taking action.,Engaged and Confident,1.066
R01157,18-29,Male,East,Secondary,Employed,High,3,81.9,1,72,4,4,4,3,,4,4,3,3,5,2,1,3,3,2,Yes,Yes,Yes,Yes,Social media,,,Engaged and Confident,1.2071
R01158,60+,Female,Central,Secondary,Employed,Upper-middle,4,134.0,1,28,3,4,3,2,3,3,2,3,3,3,,4,3,3,3,Yes,Yes,Yes,No,Community organisation,No support,Personal advice would be useful.,Interested but Uncertain,0.8904
R01159,18-29,Male,North,Secondary,Employed,Low,,,2,,3,2,2,2,5,3,4,5,4,2,5,3,3,5,2,Yes,Yes,Yes,No,Email,One-to-one support,,Interested but Uncertain,1.095
R01160,45-59,Female,Central,Vocational,Student,Prefer not to say,4,129.89,1,57,3,5,3,4,3,2,5,2,4,4,4,2,3,4,3,Yes,Yes,No,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,1.0122
R01161,45-59,Female,Central,Vocational,Employed,Lower-middle,5,110.59,1,,3,4,3,4,4,3,4,3,5,3,4,3,,3,2,Yes,Yes,No,Yes,Search engine,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,0.8463
R01162,45-59,Male,Central,Vocational,Employed,Upper-middle,5,,1,46,3,4,3,3,3,3,4,4,3,5,4,4,4,3,2,Yes,Yes,No,No,Search engine,Digital coaching,Clearer information would help.,Interested but Uncertain,1.0919
R01163,45-59,Female,North,Undergraduate,Retired,Upper-middle,5,95.07,1,32,4,4,5,4,5,4,5,5,5,5,2,1,3,1,2,,Yes,No,,Social media,No support,I am satisfied with the available options.,Ready for Change,1.2016
R01164,18-29,Female,South,Undergraduate,Employed,Upper-middle,2,72.14,1,44,2,4,,3,4,3,5,4,2,4,2,4,3,3,3,No,Yes,Yes,Yes,Email,One-to-one support,Clearer information would help.,Interested but Uncertain,1.0694
R01165,30-44,Female,West,Undergraduate,Employed,,4,89.88,2,39,4,3,3,3,3,2,3,4,5,4,2,2,2,1,4,Yes,Yes,No,No,Friends or family,Group support,Personal advice would be useful.,Engaged and Confident,0.987
R01166,30-44,Female,Central,Undergraduate,Employed,Lower-middle,4,95.08,0,89,4,2,2,3,2,3,3,3,4,5,2,2,2,4,1,Yes,Yes,No,No,Healthcare professional,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,0.8059
R01167,18-29,Female,East,Vocational,Employed,Upper-middle,7,76.84,0,57,5,4,1,3,4,3,3,1,3,4,1,2,3,3,3,No,Yes,No,Yes,Social media,One-to-one support,Clearer information would help.,Interested but Uncertain,1.0201
R01168,30-44,Female,North,Vocational,Employed,Low,4,113.73,2,72,3,4,3,4,4,2,5,4,4,4,4,4,3,4,4,Yes,No,Yes,Yes,Friends or family,Digital coaching,Personal advice would be useful.,Interested but Uncertain,0.9451
R01169,18-29,Male,South,Undergraduate,Employed,Lower-middle,3,58.66,1,36,4,3,5,5,3,4,4,3,3,2,2,4,4,1,3,Yes,No,No,Yes,Social media,No support,,Engaged and Confident,1.2591
R01170,45-59,Female,Central,Undergraduate,Retired,High,4,78.72,3,60,5,4,2,3,3,3,4,5,2,,4,2,3,3,1,No,Yes,Yes,Yes,Social media,Digital coaching,I am satisfied with the available options.,Interested but Uncertain,0.8238
R01171,30-44,Male,North,Secondary,Employed,,1,114.17,0,69,4,5,4,5,4,3,5,5,5,4,3,2,3,1,2,Yes,No,Yes,Yes,Email,Self-guided tools,I prefer flexible support that fits my routine.,Ready for Change,0.9658
R01172,30-44,Male,West,Secondary,Student,Upper-middle,4,81.95,1,25,4,3,5,3,3,5,5,4,4,4,2,1,3,2,3,Yes,Yes,Yes,No,Email,No support,Digital tools are convenient.,Engaged and Confident,1.039
R01173,45-59,Female,East,Vocational,Employed,Upper-middle,3,105.34,0,37,3,3,3,3,2,,3,3,2,1,4,5,4,,3,Yes,Yes,No,Yes,Friends or family,Group support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.711
R01174,45-59,Male,South,Secondary,Employed,Low,5,89.31,2,69,3,4,4,3,3,3,3,2,4,3,2,2,3,3,1,Yes,Yes,Yes,No,Email,Self-guided tools,Cost is the main issue for me.,Engaged and Confident,0.7472
R01175,45-59,Female,North,Vocational,Employed,Low,4,87.21,1,71,5,2,3,3,2,2,3,4,2,2,1,4,5,,4,Yes,No,No,No,Social media,Digital coaching,,Interested but Uncertain,0.9174
R01176,60+,Male,,Secondary,Self-employed,Low,2,63.81,1,51,4,3,4,5,4,4,5,4,5,4,1,2,3,3,2,Yes,No,No,No,Healthcare professional,Group support,I prefer flexible support that fits my routine.,Ready for Change,1.0751
R01177,60+,Non-binary,South,Vocational,Student,Low,5,98.95,1,14,3,4,2,3,3,,5,4,5,3,3,4,3,4,3,Yes,No,Yes,No,Social media,Digital coaching,Digital tools are convenient.,Interested but Uncertain,1.3281
R01178,30-44,Male,West,Secondary,Retired,Lower-middle,5,123.06,5,50,5,4,5,5,4,4,5,,4,5,2,1,3,,1,Yes,No,Yes,Yes,Search engine,No support,Digital tools are convenient.,Ready for Change,1.0897
R01179,45-59,Male,East,Undergraduate,Retired,Upper-middle,3,52.01,3,46,4,3,4,4,5,3,5,5,3,3,2,2,3,1,2,Yes,Yes,Yes,No,Search engine,No support,I am satisfied with the available options.,Engaged and Confident,0.8759
R01180,18-29,Male,West,Vocational,Employed,Lower-middle,5,80.91,1,63,3,3,2,3,3,3,4,3,3,4,2,3,4,3,2,No,No,No,No,Social media,Group support,I need more confidence before taking action.,Interested but Uncertain,1.0836
R01181,45-59,Male,West,Undergraduate,Retired,Lower-middle,5,94.31,3,70,,4,5,5,4,3,5,3,5,5,1,2,3,1,3,Yes,No,No,No,Healthcare professional,Group support,Digital tools are convenient.,Engaged and Confident,1.2013
R01182,60+,Male,East,Vocational,Self-employed,High,4,81.62,1,71,4,2,4,2,4,3,4,3,,3,2,3,4,3,3,Yes,No,No,No,Friends or family,Digital coaching,Digital tools are convenient.,Interested but Uncertain,0.9662
R01183,18-29,Non-binary,East,Undergraduate,Student,Upper-middle,7,131.45,1,34,3,3,1,3,1,3,1,3,2,1,4,5,5,4,4,No,No,No,No,Social media,One-to-one support,,Habit-Driven and Resistant,1.0871
R01184,30-44,Female,North,Postgraduate,Employed,Lower-middle,2,99.09,5,28,3,3,5,3,4,5,4,3,3,4,3,1,3,2,1,Yes,No,No,Yes,Email,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,0.8976
R01185,18-29,Female,Central,Undergraduate,Employed,Low,5,61.32,2,27,4,5,3,3,5,3,3,4,3,4,2,2,4,2,3,No,Yes,No,No,Social media,Group support,I prefer flexible support that fits my routine.,Engaged and Confident,1.1204
R01186,30-44,Male,South,Postgraduate,Employed,Upper-middle,7,127.58,2,31,2,3,3,2,2,3,3,1,2,3,4,4,5,4,4,Yes,Yes,No,Yes,Email,,Personal advice would be useful.,Habit-Driven and Resistant,0.8953
R01187,45-59,Male,Central,Undergraduate,Retired,High,4,103.69,0,,2,1,3,2,1,2,3,2,2,3,4,4,4,4,5,No,,No,No,Email,Group support,Cost is the main issue for me.,Habit-Driven and Resistant,0.9306
R01188,30-44,Female,East,Secondary,Retired,Lower-middle,4,77.03,2,42,3,4,2,3,4,1,2,3,4,3,1,4,3,3,3,Yes,Yes,Yes,No,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.8889
R01189,18-29,Female,Central,Undergraduate,Retired,Lower-middle,7,132.83,0,94,4,2,2,2,2,3,2,2,1,1,4,5,4,5,3,Yes,No,No,Yes,Social media,Digital coaching,Clearer information would help.,Habit-Driven and Resistant,1.0021
R01190,18-29,Male,,Undergraduate,Employed,,5,103.83,0,50,4,4,5,4,3,4,3,4,4,4,2,2,2,3,1,No,Yes,,Yes,Healthcare professional,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,1.0247
R01191,18-29,Male,East,Vocational,Employed,Lower-middle,4,120.38,1,34,3,4,1,2,3,3,4,5,3,4,4,3,4,4,4,Yes,No,No,No,Email,One-to-one support,,Interested but Uncertain,1.3305
R01192,18-29,Female,Central,Secondary,Retired,High,3,77.77,8,58,4,4,3,3,5,4,4,4,4,4,2,2,2,2,1,,Yes,No,No,Friends or family,Self-guided tools,,Ready for Change,1.0344
R01193,18-29,Male,West,,Self-employed,Upper-middle,5,86.16,3,37,3,2,2,3,4,3,4,4,4,3,3,2,3,3,3,Yes,Yes,Yes,No,Healthcare professional,No support,,Interested but Uncertain,1.0855
R01194,45-59,Female,West,Vocational,Employed,Low,5,78.82,,69,4,3,4,4,3,,5,4,2,4,2,2,3,3,1,Yes,Yes,Yes,No,Social media,Self-guided tools,,Engaged and Confident,1.1857
R01195,,Male,North,Undergraduate,Unemployed,Lower-middle,4,105.82,3,66,4,4,4,5,4,3,4,5,5,5,2,2,4,1,1,,Yes,No,No,Social media,Digital coaching,I am satisfied with the available options.,Ready for Change,1.0591
R01196,45-59,Female,Central,Secondary,Employed,Low,6,98.01,1,60,3,5,2,2,2,4,2,3,2,1,4,3,4,5,4,No,No,No,Yes,Friends or family,One-to-one support,I am satisfied with the available options.,Habit-Driven and Resistant,0.8669
R01197,30-44,Male,South,Vocational,Employed,Low,1,74.46,2,54,4,4,4,4,2,4,4,4,3,3,1,2,4,4,2,Yes,No,Yes,Yes,Email,One-to-one support,Clearer information would help.,Engaged and Confident,0.764
R01198,60+,Male,Central,Vocational,Student,High,4,68.47,,30,4,3,2,4,3,2,4,2,3,4,1,3,3,3,2,Yes,No,No,Yes,Healthcare professional,Group support,Personal advice would be useful.,Interested but Uncertain,1.052
R01199,30-44,Female,South,Postgraduate,Employed,Low,6,100.21,3,37,3,3,5,4,3,5,,4,3,5,2,3,2,2,1,No,No,No,Yes,Healthcare professional,No support,,Engaged and Confident,0.9889
R01200,45-59,Female,West,Postgraduate,Employed,Prefer not to say,4,29.42,,49,5,4,4,4,4,4,5,5,4,5,2,2,,1,1,No,Yes,Yes,No,Friends or family,One-to-one support,Clearer information would help.,Ready for Change,0.9891
R01201,45-59,Male,West,Undergraduate,Retired,Lower-middle,7,95.8,1,26,1,3,2,3,2,1,3,2,4,4,3,4,5,4,3,Yes,No,No,No,Social media,Digital coaching,Digital tools are convenient.,Habit-Driven and Resistant,1.0606
R01202,30-44,Male,East,Vocational,Employed,Prefer not to say,5,125.87,6,49,4,5,4,5,4,2,5,5,5,4,3,2,1,1,1,Yes,Yes,No,No,Social media,Self-guided tools,I need more confidence before taking action.,Ready for Change,1.0481
